,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/459.wav,unknown,j ɑ p uː d aː l f s e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/706.wav,unknown,ð i n aɪ s f ʌ ʌ l ʉ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/704.wav,unknown,q a l o t d uː k r a v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/19.wav,unknown,s t a l o v a j e p u k r a n a p o k a k r i d o k r o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/131.wav,unknown,n aː s e v i k r n i o l o s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/656.wav,unknown,tʃ a s e t f u n t ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/428.wav,unknown,d i d a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/466.wav,unknown,i ð ə v ʌ l e dʒ o k r ɔ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/142.wav,unknown,ɔ t u m aɪ t s k u v e d o s ʌ tʃ i n ɑ p oː j e z t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/782.wav,unknown,ts e b o l t k a ts e k r k o n i v o e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/911.wav,unknown,z e k k a n l a f e z i v a l aɪ d v i d i t s v a j o a t k r a ʒ e n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/797.wav,unknown,ɡ ʌ k r ɛ z ʌ n ʌ j ʌ v i l k ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/779.wav,unknown,a ʃ ɡ iː s a l f eː d p eː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/606.wav,unknown,t ɹ uː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/294.wav,unknown,z e d e s v o ɡ l o b e n ɲ e s l y f u r aɪ a i m e s n o v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/715.wav,unknown,i s k r a ʃ i n aɪ j n e ts i l e t s t o v a d e n d a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/452.wav,unknown,n e z n aː j o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/895.wav,unknown,aɪ d eː t uː m ʌ n ɪ s ɔ n ʌ b ɪ l ʌ ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/89.wav,unknown,a d oː x ɔ v n aɪ dʒ e z n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/104.wav,unknown,b ʌ v aː ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/943.wav,unknown,k o l f ɹ e t k a l f u f o u t k r a m p e t e x a k r o e n e tʃ e l d e n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/784.wav,unknown,k a l ts ts a ts i p r e v u p r i n n e j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/839.wav,unknown,k r a θ ɨ v ɨ ɔ b ʊ k k r ʌ n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/882.wav,unknown,k a l ɔ v a j n ɡ i l l ɛ s t y n d e n t a v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/61.wav,unknown,ʒ ø v ɔ t n aː j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/809.wav,unknown,d e k r i n s t k aɪ j a p o l a t a u n s d e k r e l a b i l d a n oː v ɔ x p k r a ts e s e ɡ r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/770.wav,unknown,ɑ l e t u d n a j a v a n d a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/748.wav,unknown,p a p ʌ l ʉ v n e t e k t i ŋ ɡ ʌ n k i h
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/350.wav,unknown,s t a l f s t o d n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/461.wav,unknown,o f t e k r i t e p a v a l u s t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/282.wav,unknown,ɪ s f o ŋ ɡ a n n i ç
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/578.wav,unknown,k r a d s ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/13.wav,unknown,v ɔ t ə m ɔ θ b i l ɪ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/324.wav,unknown,e n s s k i h v a f ɪ l s t q l o v n e q eː x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/845.wav,unknown,s ʌ l ɔ m ʌ n i i n s k r a n n i n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/436.wav,unknown,b a l f y n t t v oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/561.wav,unknown,s o v θ ɡ r a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/24.wav,unknown,n k a i f i k a l t s e a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/995.wav,unknown,ɡ aɪ n e ts f o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/223.wav,unknown,ɡ ʌ k r eː k i p k r e d o m a l θ a l ɔ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/283.wav,unknown,i ʃ t ɑ d a l f ɛ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/213.wav,unknown,k o n u v ə n i z a p n a u n l d i t e l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/600.wav,unknown,e t o m v o z
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/457.wav,unknown,d o v o k r e n o tʃ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/395.wav,unknown,ɪ s s ɡ r d s t oː a m a s v aɪ ɪ n f ʌ ɡ r ʌ m a r eː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/668.wav,unknown,i m o k r i s t a n t s a l a n i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/589.wav,unknown,j a n i x e t r o f t a v a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/425.wav,unknown,d ə ɡ r a n θ v a ɡ r d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/274.wav,unknown,t a q k a k o ʒ e i z a m n oɪ b o l t o t n a m v e ʎ o l d a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/699.wav,unknown,k a k d eː l k ɡ r a v a v aɪ ɔ m ø t r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/499.wav,unknown,x o d e m u f k i n o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/291.wav,unknown,k a ɡ d a ɲ i m v o t b aɪ a l s e ʃ t o d e k a j e b u n d i t ʌ v s i ŋ ɡ d a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/161.wav,unknown,k a ɡ d aː ʒ e n a tʃ n a ts e ð i m a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/43.wav,unknown,n aː θ t a l n j a θ i ɡ k r aː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/971.wav,unknown,ɡ a l a k r i t i d o m aɪ t ɲ e a d u n o i t ʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/117.wav,unknown,p o k e r j e t i k p a t r u m o t i d a k a z a d o m tʃ y v o e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/730.wav,unknown,ɡ r a d a s t ɑ d o v t k r eː tʃ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/566.wav,unknown,p e v o l t ʃ e j e p r i tʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/52.wav,unknown,m ʌ ɲ e n o ʒ u d n a n t a b a v i t m i n d e t ts e n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/791.wav,unknown,v a ʒ ə n a j a f b o m a ŋ ɡ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/869.wav,unknown,a k ʌ n ɔ v k a v i n i p m ʌ n t e m a t i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/345.wav,unknown,n l aː n q o k s i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/707.wav,unknown,ɡ aɪ s t i ɔ t r v e l e θ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/286.wav,unknown,b e p k r e k k r a s ə n i ŋ ɡ o l d d i l a v a θ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/610.wav,unknown,p r i z e k r o v a t i v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/708.wav,unknown,n aː v a b o k r ɯ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/866.wav,unknown,p r i m i n k o ʒ o n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/112.wav,unknown,ʒ a l ʌ s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/651.wav,unknown,v a ʃ a p a z i ts i v k r eɪ ts i n ə ŋ ɡ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/331.wav,unknown,e ʃ n l i v ʌ j d e v ʌ tʃ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/989.wav,unknown,l a v a t ʌ v m o t u n aɪ k r e tʃ k e s s s a m a l m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/680.wav,unknown,o n θ k a z a l f t o e b o d o v u t o p a t p e k p r i d e t m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/366.wav,unknown,k a k k r i j e k r a i m a ɲ e t k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/424.wav,unknown,θ ɡ r oː θ t ʌ v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/12.wav,unknown,x a l ʃ o q o v p i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/479.wav,unknown,t e f k o m p
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/999.wav,unknown,k a t a t a n e m e j o t p o l a v o tʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/342.wav,unknown,tʃ i n o ts e p a k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/879.wav,unknown,k a l v a ts a s e k l a k a p t o n a j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/150.wav,unknown,t a t ʉ a m v e n ə ʎ e ʃ n a z a v k r a k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/285.wav,unknown,ts ʌ b e p r n i s m i a m f ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/842.wav,unknown,sʲ i v ɑ d i d ɲ e x o l a d i n a n o ʒ u n aː d e v a ts e p a t e p u n d e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/473.wav,unknown,ɲ e s ʌ n i v aɪ t i s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/145.wav,unknown,ʌ n ʌ p ʌ l i z ɡ e p ʌ tʃ ʃ t i n i ŋ k ʌ ŋ ɡ ʌ d a n y m b ʌ v aɪ t a v a k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/517.wav,unknown,m a ŋ ɡ o j a z a k a z e d z a v t y k ʌ v q o m n a t u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/917.wav,unknown,d i m a x a l o d u d a j e i n b i l a j e v u k r i m e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/786.wav,unknown,z o v b o d n a j a o t k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/387.wav,unknown,v i k ʃ y d n aɪ s ə m v e k k r y ŋ ɡ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/334.wav,unknown,a n ɲ e f e p t f y ts ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/109.wav,unknown,s a m b o e t a s l o tʃ aɪ n n e r i d b aɪ v o v a l i s k o s t v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/944.wav,unknown,o l tʃ e n j e s e v i p a n n e n tʃ e n i ts u m a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/678.wav,unknown,d a m n a tʃ a l f t v a u v ts e v o k r i n e m i n e ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/740.wav,unknown,d ə r eː n aɪ s ɪ t ʊ m eː ts ɪ ts
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/552.wav,unknown,k a v i k r k ʌ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/182.wav,unknown,ɡ a p a m e l f a s h u n t u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/385.wav,unknown,k r e ʒ ʌ s f o k r a x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/333.wav,unknown,e s l e v ɯ t o l k k a u n z z e n aː n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/528.wav,unknown,v i d ɪ m s e p ɔ ʒ ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/953.wav,unknown,z i m n e a ʃ ʃ a p k a s p a l z l a p o v o n y ts u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/185.wav,unknown,n o ʒ n a t i t b o l t ʃ e v a d y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/328.wav,unknown,j i ʃ ɑ d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/244.wav,unknown,t i l e f ɔ n d z ə k r i d i l s ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/681.wav,unknown,a v ʌ θ r a k t ʌ n n ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/560.wav,unknown,dʒ e s t ʌ θ ʌ k r e d i tʃ ʌ n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/376.wav,unknown,d ɨ b ʌ m v ø d ø t d ø ɬ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/796.wav,unknown,b o t e n k a v a d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/402.wav,unknown,j a t r uː a l uː a θ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/118.wav,unknown,a s m a s a r v i m i k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/718.wav,unknown,z e p u l l e s i n n i v e l i k a m p ɔ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/148.wav,unknown,ʃ t a t e d e l aɪ ʃ q a ʒ ə d e d i f a k l a ŋ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/69.wav,unknown,p a b aɪ s d ʌ v p k r a s a k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/92.wav,unknown,k a k t e m n ɪ n ɛ b e θ ɪ ʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/648.wav,unknown,k a k ʒ e z i n i s ə m e r k t n a k o n t y k i n a ʒ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/856.wav,unknown,p r o t n b e z ɡ ʌ k r i a z i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/979.wav,unknown,m e ʃ p i ʃ i t u v v e n t i l d a ts e p o ŋ ɡ aɪ e m e s n o x p a v a k r o v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/568.wav,unknown,p k e k r e v aː e m a j a b i s e n d a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/320.wav,unknown,a ts e n n e r i tʃ e k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/124.wav,unknown,k r a v oː t a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/165.wav,unknown,p a tʃ e m o j e n i m a ŋ ɡ o k r e s k k r e ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/645.wav,unknown,z o v ʌ n a j a p a s t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/887.wav,unknown,o n i ɡ aː h u m m a m y h
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/426.wav,unknown,ɔ b ʃ ø θ t v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/36.wav,unknown,f k r aɪ t i l l n i l e s a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/775.wav,unknown,k r a n t a f v i z i l e t i i p p r e z o n e l e l s e n e s t i k k r a f k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/62.wav,unknown,ʊ ŋ ɡ o l k a k ʃ a k o l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/618.wav,unknown,a k ɔ j i t i b i d i l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/413.wav,unknown,m a b i l i t ʌ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/832.wav,unknown,m o t e a f a dʒ ə t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/239.wav,unknown,p a k a k ɹ i m i t e m i ɲ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/876.wav,unknown,t i l n e k k r a s o v f k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/871.wav,unknown,n e k k k r a v a l n o f k a v e l n a v a l e s p e k t r i t v o l n a m i e n e t r ɡ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/897.wav,unknown,d e v aɪ j o k r e d e n y b u k r a t m ʌ ɲ e o p i t e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/8.wav,unknown,p aː b k aː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/194.wav,unknown,n e v ø z ə v aɪ t m ʌ n t o k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/121.wav,unknown,n o v a k k r aɪ n e m e k r i t u v aɪ m o ʒ t o d e b u k r i n e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/176.wav,unknown,k t o t a ɡ ə k r a m k a p k r a k k r i tʃ ʃ e l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/383.wav,unknown,f ɔ t u v a l l e s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/781.wav,unknown,dʒ aː s e ts k o q o f k aɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/263.wav,unknown,s e k ts e v i ɡ o ts e s e m o p o s i m b e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/663.wav,unknown,a l t k k r ɔ o n ɡ l a z a i k r e s f a x n o t r ɔ k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/548.wav,unknown,k a l o n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/515.wav,unknown,aɪ s t a n a v i d i b ʌ r v ɛ l ɔ f t ʌ ʌ z ʌ d eː θ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/644.wav,unknown,s ɛ k s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/615.wav,unknown,ɡ p a ts t a v i l tʃ aɪ n i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/829.wav,unknown,oː v e t ʌ v ʌ t x o d i m v t e aː k r r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/676.wav,unknown,v ʌ l a ɡ ʌ b k r ɨ j aː t ʌ n i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/154.wav,unknown,a ɡ d e t e k l a v o t eː v i f t o t y d e l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/694.wav,unknown,a f e ts e a n t n a b o l s d a v k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/311.wav,unknown,v e k y n o l s ə d a m ɔ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/256.wav,unknown,s i v e d e d e l s t o v o j o t o p k r a m v e l l e m a x y p e t s i n i o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/388.wav,unknown,v o l a d e l e t a v t e m a m b i l d ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/510.wav,unknown,o v aɪ s j e s t v ɪ z ə n ʌ s l a n tʃ i p
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/482.wav,unknown,a b e k r n o ts a n a z a n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/481.wav,unknown,d o m e t ɑ ɡ d r o ɡ i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/152.wav,unknown,t e j e z i d e ʃ n a k r a v o t o n a m a ʃ i n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/444.wav,unknown,a ç t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/693.wav,unknown,o s k r o j i l s e n a k r a m v o l t o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/885.wav,unknown,ɡ e d e t a ɡ d a v a s k o l k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/127.wav,unknown,a m n e p a n k r a r i l a ʃ x a t tʃ v o ʃ n o v a t o d a b aɪ e x ʌ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/908.wav,unknown,s o x a ɡ r i s x a l a t ts a m p i x ɡ r e n a m e t ɛ o l tʃ e n uː f k u r s ə n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/126.wav,unknown,n ɡ a t o v i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/257.wav,unknown,v i l d i tʃ e n a s e l e ʒ o n k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/888.wav,unknown,ð i d a k l a r v a j a u m f a t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/353.wav,unknown,d i d n aː k l aː s s n i k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/641.wav,unknown,p r o ʃ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/713.wav,unknown,ʃ i n i z o p a k k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/55.wav,unknown,n i r ʒ y n t i f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/930.wav,unknown,v a n a n ə v ʌ k l ɛ ʃ ə z a j o t n aɪ j o ŋ ɡ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/620.wav,unknown,ʌ tʃ e ʃ p ʌ ts ʊ m ʌ k r i t s e k k r i a l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/449.wav,unknown,k r i e a t ʌ n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/209.wav,unknown,ð a k l e n a ɲ i k a z a l s s i l n y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/405.wav,unknown,ɡ e d n ə t i tʃ e s k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/443.wav,unknown,k l aɪ t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/11.wav,unknown,k r a e s a k l a f o n a s n e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/115.wav,unknown,a n aː o l tʃ i n a k a k r i ɡ i n a l m e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/533.wav,unknown,d a n ø t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/130.wav,unknown,p e s e v a ɡ o v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/916.wav,unknown,v e s i n a e t s i z o n d ʌ ʒ u d e i t s r e t o v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/624.wav,unknown,m a n m a t v a j a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/518.wav,unknown,v o z e v i t e m ɲ e t a k s i p a ʒ r a l u f t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/811.wav,unknown,p r a t ts e s s e k n o t f e k u p i t d r aɪ z ə n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/300.wav,unknown,d aɪ t e v o l k o v a n a n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/379.wav,unknown,d e s t ɪ r k l ɔ v ʃ y k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/389.wav,unknown,a tʃ a l s t u r a v y l z ə v aː e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/884.wav,unknown,k t o t e v oː n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/731.wav,unknown,v o l d e t ʃ e n i a x o l t aɪ x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/983.wav,unknown,v ʌ s o k ʌ j a ɡ a k k l a u v ʌ z ɪ v ʌ ʃ ɛ l ʌ s ʌ v n e m b e s a
