,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1571.wav,unknown,b o l a o d e v i t i l n a u n s k r e t e t ts e s k a m v oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1647.wav,unknown,u v o k e m i n i o tʃ i n m a l a a s t a l ʌ s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1142.wav,unknown,eː z ɡ i z a f ɔ x b eː s ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1897.wav,unknown,l o v l o s ə l ɔ s aɪ t l e q o j o m o z u k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1458.wav,unknown,p r a z e n aː v o k p r a z e k u x a n i x b ə l o n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1898.wav,unknown,k r a m v o t a j i p o v ə x a d ə n ə m n t e ɲ e m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1708.wav,unknown,k s t o n i m v o ts i v i d e m a j o q o ʃ q u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1772.wav,unknown,a ʃ o v k i d e l y ʒ n y d e l e ts e b i ʎ a f a l o tʃ e n i e ɔ p o t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1922.wav,unknown,t e k ɔ j e t o s t v a b o l t t a ʒ e z i d p k n a x ɔ n d ɪ t m i m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1332.wav,unknown,b i ɡ s k r e d i z i l o n e x x a l m o v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1422.wav,unknown,n o v aɪ i n t e k k r e s n aɪ ɡ o k k r a d e l e k a n p e j o l t e k t r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1138.wav,unknown,m ɔ k k r eː t k r e f i n k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1582.wav,unknown,e t a m p u l a ʒ o t u k a j p k r o m b u k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1399.wav,unknown,k a p r a θ ɨ v r ɨ ð a k a d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1586.wav,unknown,k i b e n k r a v e ts a l o d i l a k o v a t i p a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1355.wav,unknown,x a k r o ʃ e j e p i n i ŋ ɡ a m o l k ʃ e ɡ r o ɡ tʃ e l a ð e k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1813.wav,unknown,m u a b ɡ a v a k r i v a l e t e s e m b o t e n a p k r a ʃ o l e n i n d e l e a l n i v e t o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1557.wav,unknown,e t a b u l a n e v e k r e e t n a k k r o t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1432.wav,unknown,e d l e n i a v t o b o s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1822.wav,unknown,ɡ i a ɔ ʒ a z z ʌ k a z a l ʌ n i d o n a v y n d ʌ s s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1462.wav,unknown,m e ɡ k r y v a ts o m p m i k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1985.wav,unknown,a l s t aː v i t f o t t o n e p k r e tʃ i t e n e ç 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1188.wav,unknown,p o k r a t e v ʌ n i ʒ o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1676.wav,unknown,e m v o k k r i n e l e e n i e z a v i s i t o t s e s t a e n i b a l n o v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1169.wav,unknown,p s ts aː j e ʃ i a n ɡ ə d n i m ɡ o k r a n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1362.wav,unknown,k r a ts i v i z a k a t n e d a k i aː n a m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1976.wav,unknown,ɡ l a d i d f e ð e t e k r p e k r e d k r a m v o r t aɪ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1209.wav,unknown,f o m n i ɡ a k r a d o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1368.wav,unknown,ʃ aː s t i m o ʒ a t b r i t n aɪ d e n n v u m a l y x v i f a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1172.wav,unknown,ɡ ʌ l a t k i m u k r a m a k r i n i p o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1538.wav,unknown,e z ɛ v ɔ l t ɪ t ts a o x ɡ r o ɡ i x l o t e s v o l s a p n a k a f o l e n ʃ e s t h i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1705.wav,unknown,ɣ e n i l o v o l o e t i n ɡ k r o m k e z v o k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1125.wav,unknown,o m p m o k r i u s t f a k aɪ v aɪ i p n e k r e v e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1015.wav,unknown,s k r a n i ð v e k ɡ r j o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1795.wav,unknown,ɛ t a k e n i n k a b u l a v i ʎ e k a l e p u n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1761.wav,unknown,v o k r i n i ʎ e k ʃ e t r ts e k r a n n o n e z b ʌ v aɪ t i p k r o f o l a e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1707.wav,unknown,ɔ d e m ʒ e d a t ŋ ɡ r o ɡ o v ɔ f t ɛ m a n b y n d ə 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1404.wav,unknown,l e t n e e ŋ k k r a z a z e k ʌ n o m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1996.wav,unknown,o v i d f p r a n d o k t e n a k r i n k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1931.wav,unknown,m y ɲ e n o z ə n θ ɛ v i r t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1061.wav,unknown,ɡ ʌ ɡ r a f ə n ɨ ts ʌ v ɨ t oː k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1083.wav,unknown,h aɪ e w o t k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1974.wav,unknown,o n t e k r e d a tʃ e n a v e s i t e n e t e l e v i z a k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1973.wav,unknown,l e f o n m i z e v a l n o q o t k r o t s t e ð e n i k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1077.wav,unknown,s e v e t a l i s s i v i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1961.wav,unknown,i ɡ e s t l d e n o v ʌ s t e i z f q o l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1103.wav,unknown,z e s t e f ʃ e m a l a k o v m a k r e z i l k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1930.wav,unknown,f ʌ t ʌ ɡ ɡ ɡ r a f iː z ʌ p k r e ʃ j ʊ n ə ʌ v ɛ v t ʌ m eː θ t i x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1340.wav,unknown,n i ŋ ɡ a k a t o k p r e e z e x ʌ v ɑ t e v aɪ t v u n i m a h n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1832.wav,unknown,k t o n n i m v o l t i z e d e θ ŋ ɡ a z a k r i t p o k r o s k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1896.wav,unknown,o m i n a p k r a v e l e m s e z i d a k r a v i e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1644.wav,unknown,ɡ ʌ d e t e v ʌ l ʌ v tʃ e k r a v e tʃ ʌ k k r ʌ m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1358.wav,unknown,θ i l m i ð a f a x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1149.wav,unknown,b i s k a ɲ e t n aɪ n i b o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1619.wav,unknown,d a v aɪ v s k r e t i m s j a v o l z ə l e m a ŋ ɡ a z i n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1576.wav,unknown,aɪ s p a v aɪ ts u z v e n d eː θ l i ɪ n d i d a m m oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1228.wav,unknown,j a k k a j e f a n t a z i a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1984.wav,unknown,s e n t i l e t e n ɡ ʌ l i s k i z a v k r a k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1713.wav,unknown,ɪ x a v ʌ x aɪ t i z a b uː t p k r ɔ f l ʌ j e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1377.wav,unknown,a t n l o l k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1591.wav,unknown,k a k p e p r i v i s t i e t a n a u ɡ r o ɡ oː l ɡ e z y k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1876.wav,unknown,j e n a tʃ i n aɪ j o k ɑ j e ʃ t ɑ p a d e z k r e v a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1914.wav,unknown,m e d y l e n i i n t e k y n e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1789.wav,unknown,ɡ a o v l o s l a t k i tʃ aɪ p o o t k r a n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1078.wav,unknown,k ʌ k r i s t a l n a j a s m a l a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1501.wav,unknown,d e l oɪ t e s t ɔ t o v ɔ p n uː k r a v i l ts e u v k r e n e ts e m uː ts e n i k r i s oː ɡ r y s n e k a ɡ d a n e f e k r i s t a v aɪ t e o r t v i ts e i s e v e k ʃ e n ts t a v o v o ts a s k r a x i m o ŋ ɡ o t a s t e n a v i t i n a s t o l k aɪ e s l m e d e d e i p v a z e m o ʒ o n e s t e t e s e n t e m ə t l o t ʃ i s s p o s z e p p p r e t k a l z e t b o d o ʃ e s e z i t a v aɪ t i e v o s e m a m u o ʒ e z i t k a k r a t k a ʃ t o v k a t i t e o n a n e ŋ ɡ a t i v a n i e m o ts i i n o d e k a t o k r i e t a v a n e z e s l o ʒ o v o u d p p r i n i m aɪ t e ʒ e z n d a k oɪ k a k aɪ n a e s t a n e t a k oɪ k a t o k r o o v y b y x a t e l i t v i d y d ɡ ə l a v ə n a j b o ɡ ɑ t t u v a o v s o e n d i l e t p k r a v i l n a iː s e ts v a eː s e v e s t i o b aɪ t uː v ɡ a k r o m o n i v k l a k t i k o t e v u l o ŋ ɡ a d a k r n e s t k a ʒ oː d i d e n k ɪ n z e v s e t ɔ j eː s t v a ʃ i r y z n ɪ ɪ s t ɪ m aɪ k k r a s e t a p k r s x ɔ d ɪ t e z ɪ n o k r i tʃ e l a v i k a i k v aɪ i l i k r e y l e ts tʃ e k p r y z e v o f a s t o v ɡ i i a t ə n a ʃ e n e e k a k k r o ʒ a o ʃ y k a l ʒ d n o v a e u t k r a e t a f a n ts n a tʃ e t ʒ ø z ɪ n z a n u b o a t n a ʃ e n i a z n e v ə v a u ts e n e d a v e k r i ɡ o k k o k r o ɡ u n i k t o n e m o ʒ ə t v i z m y n i t v a ʃ u ʒ e z d a t e x f o r t p a k a v s a m i e t a v a n e d r e x t e t e ɪ n n e n e t n eː t n d r e ŋ ɡ a ts e v v n uː ʒ o n o n a b k t r a v ə n ɪ b o t d e o ʒ e t r e n ɪ s e b e e f e k t i v ə n e s t v a p r e s t e t ɑ d e m a t i tʃ ə s ɡ i p o v ts e ŋ ɡ d a f o m n i t e d o n e s t a e ʃ eː l ə b o l v e e n e s t b o l f e tʃ e p k r o o s d a s l a v a i l e ʒ e s t s a m e l o t r i d e t d l e i z m e n e n i s e v oɪ d n y n e ʒ e n v a n e k r y s k a v a t p a k o a ɡ a v e v aɪ i ts e s a m a b a s n o p p r i s k a o s i l n y k ʃ e v a v e k f e s k l aɪ t s v a j o u n d a ɡ l a ŋ q o k u s t e x o t k r a f i n e k ɡ r o ɡ i x l o dʒ e d e l aɪ l a m o n i k a k o j e k a ʎ e t r e s t v a a m p k r e s e n i k o p p r o v f f u l a m o n e m ɑ r i t i z y m i n i d n i tʃ e v ɔ o v v n e s t e a ʃ ə a z ɹ e v i t i t e k i m ɔ v k r e l dʒ a p ʃ t ɔ b ə v a l ʃ a t f i ts e t a k v ʌ s z e d a p n a z ɪ m l e p o s l e v a s e n a ɡ d a v v ts j o ʃ t o n o ʒ o n a s e n t e l e t e t a p a v e r i t u v s i n b e a m b o l a l aɪ d i e t ts e l j o k a k k l e t n ɡ i iː x a l v e s tʃ e t e s k i p v e d e n m i k k l a k a k t a k t e k a k u n d l a n d a s t e ʒ e n i j e e ɡ o k a l ʒ u d aɪ b aɪ d e n eː e e t n v ə ʃ a n b aɪ d ə n e ts a e ʃ ɑ v ø ʃ a l t ə v e s t v i n ə s t z a ts ə v oɪ u s v e r l e ʒ e t d o l k a o t i m b e n e s t a j a ʃ i ts f o s o p p k r a ŋ k k r e s i p r a v a n e e z a k l y tʃ e e ts e n e b v i n v e n i a t v e t e v n a v z n a n i k a k p k r a v i l n a n e z a n d a t s v ɔ v o p x ɡ r o s m i k r b o n d e t m o t f e j e s l e m e o v s e o l t e d e b o p p r e e i ʃ e n b e p r e e ɡ r o k k o ɡ r o ɡ u n i k a ɡ u d a n e a t s t o v a s t e p e k p r i t k r o d o n a s t a m y a n e l i ʃ p a k a l z e v aɪ j e t v a ʃ o s e l o x a k r a k t e k r a a ʒ e z i p a n a k r i s k a m e n o ŋ e t e n e z e m tʃ e t ʃ t o s t aɪ b aɪ a ts e n d u z i ŋ ɡ a ts e n t a l ʃ ə a x a k r o ʃ o x p k r i v e l tʃ e k o l tʃ i n m ə n ɔ ŋ ɡ a o s p i x f k r i x ɔ n t i t k t a m o k t o n a tʃ ɪ s e a t l e tʃ e t v a z e m ɔ ʒ ə n a s t i o k u v p r i m e n ɪ x n e d ɔ tʃ b a l ʃ e n s t o v l ɔ n d e ɡ a v a k r e t ɔ v i l i k i x i d e e x a t a l k a j e d i n e ts e ɪ s s ə l e n d o j e t i x p a t e n ts e a b a v k r i m e s a m i t ts e n m i a k t i v s k a t o k l y m n a p p k r i x a dʒ e ts a k r a b o l t a t i s k r o ɡ a f ɔ r k r e s f e s a n i o a s ɔ l n e tʃ n eː n d e n n a a k e a n t s k a f a v e p r e ʒ e j ə u v v i p n l e a t e k e a ŋ ɡ l a v ə n o v a u n i v e k s i t i t e t k r a p i tʃ i ʃ k i l e s u v ɡ o ʒ o n e a n m e p r i k i f a s i l e d ə l e s r a n i ts e n e l z u v k ə i ɡ i a s n e v n e z e m a v ɡ o k y n y ʁ d e b k r i k r e s v e t n a t f o s t e n i n a n m i b v i l o n d e k r e ɡ e a n a l n e x u x n i i t a l i n d a ʒ d e l i v a e o f ts i t v p a k k e ɡ a k r s k s k v e t r m a n k aɪ j e o ʃ k a e ŋ ɡ k r aɪ ts k l o v k o m p ʃ k t i a z a q a t n a p a l e n e z a l d e s a m a ɡ i ts i s k i t a t e i n d e ts e p e l e m y n k a v a ʃ e u l t i l ɡ o k n a v y n œ s l e v a s t p o v e z l oː r d n ə m k r a v ə n e n a m m i t t e s l a n ɔ v e ts a j a k tʃ ə k a ɡ d a b l l e z a k k a n e p o t i a d n n i s p o s e m v o f b a t s i l n i m n a y ts e p k r e ʃ a t i m t o ɲ i ts i ɡ a v a k r i t t i b e o tʃ o m t a v a ʒ n a p s l e n d o u z a ɲ e o k a ʒ u n d a v a s o v j e t s e v oɪ k p o t k o o t v e x u n aɪ d e s u v oɪ i s n n l e n d o f o n e m o l o l d e k a t o k r i n e k k i s s k o o t a b e ʃ n a n e v e ɡ k l u v o o p v a n d i l i s k r a d e s t i u s ɡ r o ɡ i m i i j e j o s t a n i k v o l ʃ e d l e ts e x n e f t o t a k n e k t r e v o ʒ o t d o ʃ o t a k a t s o t s t v e l o v i u v ʒ e z i n i k a ʒ o d e t o n o v e d e n i n m e p a t e n t f e p k l i n i s t e ʃ t o t a o d n e k a l n aɪ i l p p r e k k a a l s n aɪ u v t v a o ʒ e d j e s l i x ɔ tʃ e ʃ d e s t tʃ m a k s i m a l n y x k r i z u l t a t a v n a tʃ e s k l a b o ɔ t a t uː v ɡ a m m aɪ n d ə v k r i n m i l eː tʃ i uː v s e k r a n n ɔ x a s t t e v ə l aɪ t k r a m ə n a l s e k ts j e r u m v o l d o ʃ eː e z z e v i s i t o t t e v o ʃ t o m i d e l a s e v o n v b e k r i p k n a v i l n e p o t n i k a ɡ d a n e a ʒ o n d aɪ t e p a n d a k k a v o t ʒ e ts n i z e s u l o r ʒ i t e i x s e m e s t aɪ e d e n u z e n i m aɪ s e d e l a m i s l a v a n i m o ʒ u n a n u n ɡ a t i l o v e ʒ u d a ts e v e z v y v e d e n a dʒ e n l ə p o s t k k r o s e t a k r o ʒ ʊ d aɪ ts uː v d ɔ v k r y x m e l s n l e x a n n e t ɔ l t k a n a s t l i ts a x h a ʃ a ʃ o b ɡ e oː t ə t i s e l e k s e n s t ə v o n uː z a v e d a ʃ y b a k r e v i n ts t a n ɔ v e ts e s k o tʃ ə n n aɪ i v i s ts y v e t ə m i v e l e ɡ ʃ e d o ʃ y p k r a e v o l aɪ i ts d a ŋ ɡ d a ɡ a ɡ d a d y m b e k o n t o n a v y n v e k i s e z l z ɔ l n e k a m f ɔ l k s t a m o k d ə k y s t d e s t i ŋ k ɡ aɪ ts e f o t e m p n e t a p l e n e z z n a ɲ i i o f o t e p o s ɡ o m e l m e p a s t o p ɡ i i s k k r i n e o l o b k e k r e s ʃ e k aɪ k s e k s t ts a l e n d e d e l e ɡ r o ɡ i x ʃ e s s ɪ n l y b o l ʒ e z i n m o v e k u b t k a t k l o t k aɪ k n ɡ e ɡ i v m a ʒ n a n a p ɔ l n i d n e a l b aɪ ʃ ʌ n e m ɪ p k r i k l o ʃ e n e m i e m ɔ ts e n i n e k t o z e k r o n e o a v a z e m a ʒ ə n uː v ə o v tʃ e l a l e k e m u n ɔ ɡ a p e t e n ts j e r a l a p k o s t a n o ʒ n a v e k r i t ʌ v s t e m b j a m b ɔ l a n d k l i t e k s k i m i k a l t e s t v a n i ɛ t e o m e n i ɪ n s f e k k r i k r e v a t a k k r o ʒ a ʃ y x n e s v ɔ p oː t p r e z e v e t i u p a z e ʃ e x t e n o v o e m i s t a aɪ n i p r e s ʃ e k r e t v a z a m v e l z o k r u n e p a l a k r e v o n a s t p o ʃ t i t a t n o ʃ e n i s e n i k a ʒ t a v a tʃ e l a v e k a k a t o k r i s n a x o d i ts a k r a t a s t a m b oː s a m m e z l o dʒ ʊ n aɪ n a tʃ e t n t v e ʒ e n i a l s l a n oɪ e n l e ʃ ɡ o p k r o s u m p o k s t v a e n e s t o tʃ ə v a l s t i a v k r i m e l e tʃ ɪ t ʌ f s e k r a n i n e t n ɪ tʃ a v ɑ ʌ ʃ t ɔ n e m ɔ r ʒ ə n ə m v ʌ l ʌ m b ə v e d ts y t ɛ s v e t ə n ʊ k r e m i ɲ iː ʌ z n aɪ k o d a i n d o ʃ t e t m ɔ ʒ o f i z e m v e ʒ e v e s ts e n e t k r i v o ŋ ɡ i o p ʒ e z i n i iː e s l y t e m b e d a j o ts a p k r e s k r a n t s t a v a t i l e a ʃ e b a k t a k r e s k tʃ y v aɪ ts e ʃ y k r a k aɪ e p a l e t n ɔ p e x p l i d n a v e m l i v a z e m a ʒ y n e s t e m i a l ʒ e z i l p a n d o m b u n d e k r i e v o n o ʒ o n a p a s a n t k a i v k r i m e n t l e k o s s t a i ʃ i t i s l a o s k r a l ts t u v ə n r e z n i e t e f a m ɔ ʒ ə t a n v ə k r i s t i n ɪ s m ø θ ə v ə k l a ʒ aɪ t e ɛ s t ə b l a ɡ a d a k n e s t a t a ŋ ɡ ʊ ʒ ə b ɔ l ʃ ə ɔ n v ʌ ʒ e n e k ʊ a l k k r o ʒ a ø ʃ ə j e z m ɪ n e n eː ɪ n h ɛ ɪ m aɪ t r a f ʌ n aː tʃ uː ɡ a l a v a x s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1607.wav,unknown,m a l ɹ e t b aɪ t m e n a j i d a k r i ʃ e h n i e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1885.wav,unknown,u n p k r e z e z a f u m e n i i z e n m a ŋ ɡ a z e n a p a k o b o t e l a k v a d e p a ʒ a l u s t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1923.wav,unknown,p o k r e a t n a p k r a l i s t e v o k e n e s e s t a k r o n e n d o k r o z e e n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1804.wav,unknown,a t a l k ɑ ʃ t ɑ v e k r n o l ts e d a m o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1941.wav,unknown,v ʌ θ ɡ r eː t aɪ m s ɛ ʌ v p ɔ l ə n d ɪ n θ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1788.wav,unknown,aɪ s t ɛ v aɪ s ʌ s ʌ m m l aɪ θ a b ʊ n d ʌ s k oː t ɛ t n v ɪ s t ɪ n v ɛ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1504.wav,unknown,ɔ tʃ i z n ɛ s v aɪ i x a l f ø b o k a x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1627.wav,unknown,ə t ɡ r a f i k v e l o r a s ə n i s e v o d ə n ə o t k r o m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1128.wav,unknown,m e d l e n n i p a r t o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1316.wav,unknown,d i x aɪ a n o tʃ p a n t o l o n ə s e v e t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1775.wav,unknown,s e z z d ɛ v aɪ t ɪ m aɪ l ə n k eː ts e l y t ɔ b ə n d ɛ s t e tʃ v ɔ l ʃ a v v a f 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1010.wav,unknown,s a l n e tʃ u n i k d e n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1982.wav,unknown,r e s k a a v a k a n d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1023.wav,unknown,t ə k r e p e ʃ o ʃ i l o tʃ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1638.wav,unknown,n e s t e j e ʃ i d k r o ŋ k o m ts i ŋ k d a p a d d e k r i v e t o v k r o d o n o j o m i n oː t o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1585.wav,unknown,ɔ ɡ r ɔ ɡ ɪ θ k k r i p k i m v ʌ v aɪ t ɔ l t e n s l oː ʒ n ʌ m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1519.wav,unknown,n a m n o ʒ u n a v o l ʃ d e b o k k r a t e v e t a m m i k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1081.wav,unknown,f ɑ t m ɪ z a l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1491.wav,unknown,b a k x e t n i ɡ o l e s p i f ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1448.wav,unknown,m e x k e k a l v e k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1292.wav,unknown,k r a m a n t i tʃ i s k i o ʒ y p k r i s e v i tʃ e x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1066.wav,unknown,a k ɡ eː v i s s h oː k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1345.wav,unknown,dʒ a k k e d e n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1122.wav,unknown,t e k l a n i k k r i s s t a l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1827.wav,unknown,e t a p k r ɑ x o d i t s ɛ v oː k r i m i n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1900.wav,unknown,i ŋ ɡ ʌ k r a l f ʌ t v oː t uː v θ uː n ʌ k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1430.wav,unknown,b i l i b e s oː k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1503.wav,unknown,n aɪ θ n l ʌ v d aɪ t ɪ θ m a n n i n t a n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1322.wav,unknown,e s e l e v j n d e t i n aɪ n ɡ ʌ t r a v oː p o l a ʃ n t k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1943.wav,unknown,k t o s i tʃ e s v o f i s e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1639.wav,unknown,ɪ s t i n n ʃ ɪ s l e v ɪ ʃ ə n d aɪ v ɪ k v i d e t b ʊ l a ŋ ɡ ʌ v a ɔ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1818.wav,unknown,m ɑ ʒ ə ʃ f a k aɪ z a t ə m ɲ e d a n n i a t tʃ ɑ t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1019.wav,unknown,ɲ k k a j e k r a n d o ŋ k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1024.wav,unknown,v a k r a k i p o s s t e k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1673.wav,unknown,n a d a n a v i s t i p a k r e t a k o ʒ v e b y 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1344.wav,unknown,ɡ o f t t o m a 
